t0,interval,date_start,date_end,semi-major axis,eccentricity,inclination,longitude of ascending node (Ω) (rads),longitude of ascending node (Ω) (degs),argument of pericenter (ω) (rads),argument of pericenter (ω) (degs),mean anomaly (rads),mean anomaly (degs)
2451544.50000000000000000000,25920000.00000000000000000000,2000-01-01 00:00:00.000,2000-10-27 00:00:00.000,26556.40228161002232809551,0.00134558844566548519,1.60614886467989959051,0.00737394113317116351,0.42249570530862340378,-0.61392206244262981230,-35.17514312792967245969,-1.38566969885915791671,-79.39302554379349885494
2451544.50000000000000000000,28512000.00000000000000000000,2000-01-01 00:00:00.000,2000-11-26 00:00:00.000,26557.20112950571638066322,0.00135362030832036017,1.60555836969975729289,0.00804444087996794392,0.46091251096466923087,-0.74412477244960761880,-42.63520889249527101583,-0.17801128287122947036,-10.19929521423089191501
2451544.50000000000000000000,31104000.00000000000000000000,2000-01-01 00:00:00.000,2000-12-26 00:00:00.000,26560.11536027039255714044,0.00151641145741408562,1.60531862511051204301,0.00852142553455875924,0.48824171856522835533,-0.74439609789972638332,-42.65075469566156840528,0.90404113425826715389,51.79774149921853165779
2451544.50000000000000000000,33696000.00000000000000000000,2000-01-01 00:00:00.000,2001-01-25 00:00:00.000,26555.58702769074807292782,0.00161478510252657196,1.60566005420572555096,0.00902966977087446727,0.51736196826796809756,-0.85320372866950078272,-48.88497271758743067949,2.09749319023341840307,120.17750735780558102306
2451544.50000000000000000000,36288000.00000000000000000000,2000-01-01 00:00:00.000,2001-02-24 00:00:00.000,26557.46598856542550493032,0.00169928636054859222,1.60618590818996431757,0.00975136608025452614,0.55871212088561317266,-0.79264523741323245076,-45.41522675492335991976,3.12336928297944993460,178.95587777552458419450
2451544.50000000000000000000,38880000.00000000000000000000,2000-01-01 00:00:00.000,2001-03-26 00:00:00.000,26559.69795115313536371104,0.00172491307954640355,1.60632636503028924935,0.01064025719344029002,0.60964183011784300881,-0.84391142542780483993,-48.35256295988251906692,-2.01995964565710162120,-115.73516248289318752995
2451544.50000000000000000000,41472000.00000000000000000000,2000-01-01 00:00:00.000,2001-04-25 00:00:00.000,26554.92856082152866292745,0.00173597788700381272,1.60592389488642228734,0.01147992724051778539,0.65775137999893462659,-0.78101478276812030810,-44.74885078994010711995,-0.99157794190076387064,-56.81323112918212103750
2451544.50000000000000000000,44064000.00000000000000000000,2000-01-01 00:00:00.000,2001-05-25 00:00:00.000,26557.68131236161570996046,0.00184359016732527667,1.60537879015830453611,0.01211157748618585731,0.69394227320411672189,-0.87130835403151163376,-49.92229134049616590119,0.19320786583642668433,11.06999528115709452436
2451544.50000000000000000000,46656000.00000000000000000000,2000-01-01 00:00:00.000,2001-06-24 00:00:00.000,26558.70100547981928684749,0.00192569665315751046,1.60521487650111471801,0.01258404498661926628,0.72101266693604648683,-0.86207341726662800596,-49.39316843979813143051,1.28142846380116415261,73.42044272373929914011
2451544.50000000000000000000,49248000.00000000000000000000,2000-01-01 00:00:00.000,2001-07-24 00:00:00.000,26554.36485386675121844746,0.00211961261344357057,1.60551994487436089365,0.01311266740724844303,0.75130050059408759466,-0.91973465046191071881,-52.69691374340747813676,2.43798062423831840562,139.68600030352550334101
2451544.50000000000000000000,51840000.00000000000000000000,2000-01-01 00:00:00.000,2001-08-23 00:00:00.000,26558.26990847873457823880,0.00208575242133091218,1.60592417270485121605,0.01381994662384699972,0.79182461464250408767,-0.86394962859789059539,-49.50066743055410256602,-2.80129268661144292807,-160.50224812369924620725
2451544.50000000000000000000,54432000.00000000000000000000,2000-01-01 00:00:00.000,2001-09-22 00:00:00.000,26557.98041769834890146740,0.00219182421982198417,1.60604667036650150536,0.01464980191881875421,0.83937182065096971328,-0.87104671853194581832,-49.90730073060024807319,-1.69349614004555393265,-97.03018144630604524536
